"","pH","Su","P","Ca","Mg","K","Na","SOC","TN","InorgN","Bray1P","POMC","POMN","PMN","Sand","Silt","Clay","FDA"
"402",6.4,38,29,2960,820,314,34,22.714,2.055,24.66499578,8,5.497604767,0.426299901,53.88884068,1,55,44,47.1
"403",6.4,26.5,21.5,3024.5,957,206.5,33,22.714,2.055,24.66499578,8,5.497604767,0.426299901,53.88884068,1,55,44,47.1
"404",6.8,16,10.5,2675,1004,132,27,22.714,2.055,24.66499578,8,5.497604767,0.426299901,53.88884068,1,55,44,47.1
"405",6.4,17,27.5,2530.5,675.5,122,24,22.714,2.055,24.66499578,8,5.497604767,0.426299901,53.88884068,1,55,44,47.1
"406",6.7,8.5,21,1610,406,91.5,26,9.925,0.9545,27.15525812,19.5,4.00530532,0.323269814,65.80216789,20,43,37,27.9
"407",6.45,8.5,18.5,1792.5,458,141.5,24,9.925,0.9545,27.15525812,19.5,4.00530532,0.323269814,65.80216789,20,43,37,27.9
"408",6.75,10,32.5,1909.5,497,169.5,23.5,9.925,0.9545,27.15525812,19.5,4.00530532,0.323269814,65.80216789,20,43,37,27.9
"409",6.75,14.5,32,2076.5,671,219.5,23.5,9.925,0.9545,27.15525812,19.5,4.00530532,0.323269814,65.80216789,20,43,37,27.9
"410",6.85,9,23.5,1684.5,479.5,115.5,26,9.925,0.9545,27.15525812,19.5,4.00530532,0.323269814,65.80216789,20,43,37,27.9
"411",6.55,21,15.5,2183,600.5,133.5,27.5,9.925,0.9545,27.15525812,19.5,4.00530532,0.323269814,65.80216789,20,43,37,27.9
"412",6.85,7.5,14.5,1602.5,496.5,98,23,9.925,0.9545,27.15525812,19.5,4.00530532,0.323269814,65.80216789,20,43,37,27.9
"413",6.3,23,20.5,2366.5,712,104,19.5,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"414",6.3,23,20.5,2366.5,712,104,19.5,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"415",6.15,28.5,16.5,2143,607.5,81.5,17.5,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"416",6.15,28.5,16.5,2143,607.5,81.5,17.5,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"417",6,22,30,2247.5,639,91,17.5,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"418",6,22,30,2247.5,639,91,17.5,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"419",6.5,21,36.5,2268.5,635,111,18,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"420",6.5,21,36.5,2268.5,635,111,18,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"421",6.2,42.5,17,2229.5,638.5,104,18,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"422",6.2,42.5,17,2229.5,638.5,104,18,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"423",6.3,28,23,2376,685.5,104.5,16.5,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"424",6.3,28,23,2376,685.5,104.5,16.5,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"425",6.25,44.5,15.5,2208.5,617.5,94.5,20.5,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"426",6.25,44.5,15.5,2208.5,617.5,94.5,20.5,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"427",6.4,12,25,2348,673.5,88,18.5,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"428",6.4,12,25,2348,673.5,88,18.5,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"429",6.05,19.5,20.5,2318.5,674,91,18.5,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"430",6.05,19.5,20.5,2318.5,674,91,18.5,10.6775,1.1985,31.275,8,1.961450278,0.16242478,26.07,7,32,61,30.2
"431",6.25,8,205.5,1206.5,185,231,11.5,8.955,0.8555,24.215,145,1.228501988,0.084264139,18.16,84,7,9,3.4
"432",5.9,9,241,1100.5,171.5,252,12,8.955,0.8555,24.215,145,1.228501988,0.084264139,18.16,84,7,9,3.4
"433",6.3,6.5,127.5,1256,209,176,11.5,8.955,0.8555,24.215,145,1.228501988,0.084264139,18.16,84,7,9,3.4
"434",5.8,8,213,886.5,142.5,200.5,10.5,8.955,0.8555,24.215,145,1.228501988,0.084264139,18.16,84,7,9,3.4
"435",6.35,7.5,179,1273.5,214,200.5,12.5,8.955,0.8555,24.215,145,1.228501988,0.084264139,18.16,84,7,9,3.4
"436",6.25,7,188,1120.5,184,198,11.5,8.955,0.8555,24.215,145,1.228501988,0.084264139,18.16,84,7,9,3.4
"437",5.9,8,178,933,147.5,178,10.5,8.955,0.8555,24.215,145,1.228501988,0.084264139,18.16,84,7,9,3.4
"438",5.85,8,196,945.5,155,176.5,10.5,8.955,0.8555,24.215,145,1.228501988,0.084264139,18.16,84,7,9,3.4
"439",6.45,6.5,141,1228.5,221.5,195,12.5,8.955,0.8555,24.215,145,1.228501988,0.084264139,18.16,84,7,9,3.4
"440",5.6,6.5,40.5,1767.5,609.5,120,14.5,13.238,1.2825,29.79,51.5,2.140772747,0.11270746,27.275,10,45,45,6.2
"441",5.75,6.5,59.5,1727.5,525.5,123.5,12.5,13.238,1.2825,29.79,51.5,2.140772747,0.11270746,27.275,10,45,45,6.2
"442",6.05,7,41,1843.5,635.5,140,15,13.238,1.2825,29.79,51.5,2.140772747,0.11270746,27.275,10,45,45,6.2
"443",5.75,7,70,1800,526.5,157,13,13.238,1.2825,29.79,51.5,2.140772747,0.11270746,27.275,10,45,45,6.2
"444",5.75,6.5,46.5,1665.5,558,111,12,13.238,1.2825,29.79,51.5,2.140772747,0.11270746,27.275,10,45,45,6.2
"445",5.6,7,51.5,1735,562,125,14,13.238,1.2825,29.79,51.5,2.140772747,0.11270746,27.275,10,45,45,6.2
"446",5.9,6.5,78.5,1973.5,584.5,172,13.5,13.238,1.2825,29.79,51.5,2.140772747,0.11270746,27.275,10,45,45,6.2
"447",5.6,6.5,63.5,1820,520.5,143.5,12,13.238,1.2825,29.79,51.5,2.140772747,0.11270746,27.275,10,45,45,6.2
"448",5.8,7,46.5,1763,589,173.5,14,13.238,1.2825,29.79,51.5,2.140772747,0.11270746,27.275,10,45,45,6.2
"449",5.6,7.5,26,1549,331.5,77.5,16.5,17.1165,1.758,25.19,22.5,3.938099431,0.295492128,67.54,4,57,39,29.1
"450",6.25,9,42,1596.5,337,286.5,16.5,17.1165,1.758,25.19,22.5,3.938099431,0.295492128,67.54,4,57,39,29.1
"451",6.25,9,32,1819,357.5,235.5,19.5,17.1165,1.758,25.19,22.5,3.938099431,0.295492128,67.54,4,57,39,29.1
"452",6.35,9,43,1845,363.5,312.5,19,17.1165,1.758,25.19,22.5,3.938099431,0.295492128,67.54,4,57,39,29.1
"453",5.6,9,32,1759,405.5,114.5,19.5,17.1165,1.758,25.19,22.5,3.938099431,0.295492128,67.54,4,57,39,29.1
"454",5.9,8,22.5,1618,320.5,96,17.5,17.1165,1.758,25.19,22.5,3.938099431,0.295492128,67.54,4,57,39,29.1
"455",6.2,9.5,36,1763,360,225,19,17.1165,1.758,25.19,22.5,3.938099431,0.295492128,67.54,4,57,39,29.1
"456",6.05,10.5,22.5,1663,328,143,17.5,17.1165,1.758,25.19,22.5,3.938099431,0.295492128,67.54,4,57,39,29.1
"457",5.8,6.5,24,1505,336.5,85.5,16,17.1165,1.758,25.19,22.5,3.938099431,0.295492128,67.54,4,57,39,29.1
"458",5.8,7,39.5,1436.5,343,207.5,14,9.921,1.067,28.365,27,1.163611888,0.072716284,26.11,8,51,41,4.4
"459",6.1,6,25.5,1645.5,427.5,195.5,11.5,9.921,1.067,28.365,27,1.163611888,0.072716284,26.11,8,51,41,4.4
"460",6.15,7.5,36.5,1726.5,462.5,265.5,13.5,9.921,1.067,28.365,27,1.163611888,0.072716284,26.11,8,51,41,4.4
"461",6.05,6.5,41.5,1482,350.5,192.5,12.5,9.921,1.067,28.365,27,1.163611888,0.072716284,26.11,8,51,41,4.4
"462",6,7,40,1604,374,204,14,9.921,1.067,28.365,27,1.163611888,0.072716284,26.11,8,51,41,4.4
"463",6.1,8,35.5,1516.5,368,237,13,9.921,1.067,28.365,27,1.163611888,0.072716284,26.11,8,51,41,4.4
"464",5.9,7,49.5,1529,348.5,243,13,9.921,1.067,28.365,27,1.163611888,0.072716284,26.11,8,51,41,4.4
"465",6.1,6.5,45,1560,369,253.5,12.5,9.921,1.067,28.365,27,1.163611888,0.072716284,26.11,8,51,41,4.4
"466",5.95,7,37,1389,321,190.5,12.5,9.921,1.067,28.365,27,1.163611888,0.072716284,26.11,8,51,41,4.4
"467",6.6,8.5734880952381,37.9902997791682,1970.5,240.5,103,1.935,9.4,0.85,19.88,17,1.49895,0.08805,14.595,5,56,39,6.1
"468",6.6,8.5734880952381,37.9902997791682,1970.5,240.5,103,1.935,9.4,0.85,19.88,17,1.49895,0.08805,14.595,5,56,39,6.1
"469",6.6,8.5734880952381,37.9902997791682,1970.5,240.5,103,1.935,9.4,0.85,19.88,17,1.49895,0.08805,14.595,5,56,39,6.1
"470",6.6,8.5734880952381,37.9902997791682,1970.5,240.5,103,1.935,9.4,0.85,19.88,17,1.49895,0.08805,14.595,5,56,39,6.1
"471",6.6,8.5734880952381,37.9902997791682,1970.5,240.5,103,1.935,9.4,0.85,19.88,17,1.49895,0.08805,14.595,5,56,39,6.1
"472",6.6,8.5734880952381,37.9902997791682,1970.5,240.5,103,1.935,9.4,0.85,19.88,17,1.49895,0.08805,14.595,5,56,39,6.1
"473",6.6,8.5734880952381,37.9902997791682,1970.5,240.5,103,1.935,9.4,0.85,19.88,17,1.49895,0.08805,14.595,5,56,39,6.1
"474",6.6,8.5734880952381,37.9902997791682,1970.5,240.5,103,1.935,9.4,0.85,19.88,17,1.49895,0.08805,14.595,5,56,39,6.1
"475",6.45,13.8047294372294,58.9716792374292,4345.5,864.5,176.5,5.345,28.35,1.7,16.35,30,1.789,0.1045,20.9175,1,45,53.5,47.6
"476",6.45,13.8047294372294,58.9716792374292,4345.5,864.5,176.5,5.345,28.35,1.7,16.35,30,1.789,0.1045,20.9175,1,45,53.5,47.6
"477",6.45,13.8047294372294,58.9716792374292,4345.5,864.5,176.5,5.345,28.35,1.7,16.35,30,1.789,0.1045,20.9175,1,45,53.5,47.6
"478",6.45,13.8047294372294,58.9716792374292,4345.5,864.5,176.5,5.345,28.35,1.7,16.35,30,1.789,0.1045,20.9175,1,45,53.5,47.6
"479",6.45,13.8047294372294,58.9716792374292,4345.5,864.5,176.5,5.345,28.35,1.7,16.35,30,1.789,0.1045,20.9175,1,45,53.5,47.6
"480",6.45,13.8047294372294,58.9716792374292,4345.5,864.5,176.5,5.345,28.35,1.7,16.35,30,1.789,0.1045,20.9175,1,45,53.5,47.6
"481",6.45,13.8047294372294,58.9716792374292,4345.5,864.5,176.5,5.345,28.35,1.7,16.35,30,1.789,0.1045,20.9175,1,45,53.5,47.6
"482",6.45,13.8047294372294,58.9716792374292,4345.5,864.5,176.5,5.345,28.35,1.7,16.35,30,1.789,0.1045,20.9175,1,45,53.5,47.6
"483",6.35,11.6242056277056,33.8130082972583,3062,678,137.5,3.19,14.6,1.2,14.925,7,1.73185,0.10195,7.8425,3.5,46,50,36.9
"484",6.35,11.6242056277056,33.8130082972583,3062,678,137.5,3.19,14.6,1.2,14.925,7,1.73185,0.10195,7.8425,3.5,46,50,36.9
"485",6.35,11.6242056277056,33.8130082972583,3062,678,137.5,3.19,14.6,1.2,14.925,7,1.73185,0.10195,7.8425,3.5,46,50,36.9
"486",6.35,11.6242056277056,33.8130082972583,3062,678,137.5,3.19,14.6,1.2,14.925,7,1.73185,0.10195,7.8425,3.5,46,50,36.9
"487",6.35,11.6242056277056,33.8130082972583,3062,678,137.5,3.19,14.6,1.2,14.925,7,1.73185,0.10195,7.8425,3.5,46,50,36.9
"488",6.35,11.6242056277056,33.8130082972583,3062,678,137.5,3.19,14.6,1.2,14.925,7,1.73185,0.10195,7.8425,3.5,46,50,36.9
"489",6.35,11.6242056277056,33.8130082972583,3062,678,137.5,3.19,14.6,1.2,14.925,7,1.73185,0.10195,7.8425,3.5,46,50,36.9
"490",6.35,11.6242056277056,33.8130082972583,3062,678,137.5,3.19,14.6,1.2,14.925,7,1.73185,0.10195,7.8425,3.5,46,50,36.9
